contact_id,cohort,applicant_status,children,computer_availability,employment_status,salary_range,relationship_and_marital_status,household_income,education_level,lgbtqi_identity,veteran_status,race_ethnicity,create_date,year,ethnicity_simplified,month,weekday
1084,Waitlist - Online,Waitlist,4.0,Laptop (Mac),"No, currently not employed outside the home",I do not currently work outside the home.,Married,$50k - $75k,Associates Degree,,,White,2023-04-13 07:42:00,2023,White,4,3
1085,Dead Lead,Non-responsive,1.0,Laptop (PC),"No, currently not employed outside the home",I do not currently work outside the home.,Other,<$15k,Certificate,,,Black or African American,2023-04-14 22:44:00,2023,Black or African American,4,4
1086,Dead Lead,Declined Attending,2.0,Laptop (PC),"No, currently not employed outside the home",I do not currently work outside the home.,Married,$75k - $100k,Bachelor's Degree,,,"""Some other race, ethnicity, or origin""",2023-04-16 16:44:00,2023,"""Some other race, ethnicity, or origin""",4,6
1087,Dead Lead,Non-responsive,3.0,Laptop (PC),Employed part-time (under 20 hrs),<$15K,Married,$35k - $50k,High School Diploma,,,White,2023-04-16 19:06:00,2023,White,4,6
1088,Dead Lead,Non-responsive,2.0,Laptop (PC),Employed full-time (35 hrs+),$35K-$50K,Single,$35k - $50k,High School Diploma,,,Hispanic or Latina,2023-04-17 09:34:00,2023,Hispanic or Latina,4,0
1089,Dead Lead,Declined Attending,2.0,Laptop (Mac),"No, currently not employed outside the home",I do not currently work outside the home.,Married,$150k - $200k,Certificate,,,"""Some other race, ethnicity, or origin""",2023-04-18 10:07:00,2023,"""Some other race, ethnicity, or origin""",4,1
1090,Dead Lead,Non-responsive,5.0,Laptop (Mac),"No, currently not employed outside the home",<$15K,Married,$250k+,Doctoral Degree,checked,,White,2023-04-19 09:46:00,2023,White,4,2
1091,Dead Lead,Non-responsive,2.0,Laptop (PC),"No, currently not employed outside the home",I do not currently work outside the home.,Married,$75k - $100k,Bachelor's Degree,,,"""Some other race, ethnicity, or origin""",2023-04-20 00:58:00,2023,"""Some other race, ethnicity, or origin""",4,3
1092,Dead Lead,Non-responsive,4.0,Laptop (Mac),"No, currently not employed outside the home",I do not currently work outside the home.,Married,$150k - $200k,High School Diploma,,,White,2023-04-20 15:32:00,2023,White,4,3
1093,Waitlist - Online,Waitlist,1.0,Laptop (Mac),"No, currently not employed outside the home",I do not currently work outside the home.,Married,$100k - $150k,Bachelor's Degree,,,"""Some other race, ethnicity, or origin""",2023-04-22 23:30:00,2023,"""Some other race, ethnicity, or origin""",4,5
1094,Waitlist - Online,Waitlist,2.0,Laptop (Mac),"No, currently not employed outside the home",I do not currently work outside the home.,Married,$75k - $100k,Bachelor's Degree,,,"""Some other race, ethnicity, or origin""",2023-04-23 13:00:00,2023,"""Some other race, ethnicity, or origin""",4,6
1095,Dead Lead,Non-responsive,2.0,Laptop (Mac),Employed full-time (35 hrs+),$35K-$50K,Separated,$75k - $100k,Bachelor's Degree,,,White,2023-04-23 15:45:00,2023,White,4,6
1096,Dead Lead,Non-responsive,1.0,Laptop (PC),"No, currently not employed outside the home",$35K-$50K,Single,$35k - $50k,Bachelor's Degree,,,Black or African American,2023-04-23 15:54:00,2023,Black or African American,4,6
1097,2023 Winter - Ogden,Assigned Cohort,3.0,Laptop (PC),"No, currently not employed outside the home",I do not currently work outside the home.,Married,$15k - $25k,Bachelor's Degree,,,White,2023-04-23 20:06:00,2023,White,4,6
1098,2023 Winter - Online,Assigned Cohort,3.0,I do not own a laptop,"No, currently not employed outside the home",I do not currently work outside the home.,Married,$50k - $75k,Certificate,,,"Hispanic or Latina,White",2023-04-25 10:59:00,2023,"Hispanic or Latina,White",4,1
1099,2023 Winter - Online,Assigned Cohort,2.0,Laptop (Mac),Employed full-time (35 hrs+),$35K-$50K,Single,$35k - $50k,Some College No Degree,,,"""Some other race, ethnicity, or origin""",2023-04-25 14:37:00,2023,"""Some other race, ethnicity, or origin""",4,1
1100,2023 Winter - Online,Assigned Cohort,1.0,Laptop (PC),Employed full-time (35 hrs+),$50K-$75K,Divorced,$50k - $75k,Some College No Degree,,,White,2023-04-25 17:16:00,2023,White,4,1
1101,Dead Lead,Non-responsive,0.0,Laptop (PC),"No, currently not employed outside the home",I do not currently work outside the home.,Divorced,<$15k,Bachelor's Degree,,,White,2023-04-25 17:36:00,2023,White,4,1
1102,Dead Lead,Declined Attending,5.0,Laptop (PC),Employed full-time (35 hrs+),$35K-$50K,Married,$100k - $150k,High School Diploma,,,White,2023-04-27 18:46:00,2023,White,4,3
1103,Dead Lead,Declined Attending,3.0,Laptop (Mac),Employed almost full-time (up to 35 hrs),$25K-$35K,Married,$100k - $150k,Associates Degree,,,White,2023-04-28 21:41:00,2023,White,4,4
1104,Dead Lead,Non-responsive,1.0,Laptop (PC),Employed full-time (35 hrs+),$75K-$100K,Married,$100k - $150k,Some College No Degree,,,White,2023-04-29 18:42:00,2023,White,4,5
1105,Dead Lead,Non-responsive,0.0,I do not own a laptop,Employed full-time (35 hrs+),$50K-$75K,Single,$50k - $75k,Bachelor's Degree,checked,,"""Some other race, ethnicity, or origin""",2023-04-29 22:25:00,2023,"""Some other race, ethnicity, or origin""",4,5
1106,Dead Lead,Non-responsive,4.0,Laptop (PC),"No, currently not employed outside the home",I do not currently work outside the home.,Separated,$25k - $35k,Associates Degree,,,White,2023-04-30 16:49:00,2023,White,4,6
1107,Dead Lead,Dead lead,2.0,Laptop (PC),Employed full-time (35 hrs+),$100K+,Married,$150k - $200k,Associates Degree,,,White,2023-05-01 12:53:00,2023,White,5,0
1108,Dead Lead,Non-responsive,2.0,I do not own a laptop,"No, currently not employed outside the home",I do not currently work outside the home.,Domestic Partnership,$35k - $50k,Some College No Degree,,,Black or African American,2023-05-01 22:57:00,2023,Black or African American,5,0
1109,Dead Lead,Non-responsive,4.0,Laptop (Mac),Employed almost full-time (up to 35 hrs),$25K-$35K,Married,$100k - $150k,Bachelor's Degree,,,White,2023-05-02 11:47:00,2023,White,5,1
1110,Dead Lead,Non-responsive,2.0,Laptop (Mac),Employed part-time (under 20 hrs),<$15K,Married,$50k - $75k,High School Diploma,,,White,2023-05-02 20:39:00,2023,White,5,1
1111,2023 Winter - Online,Assigned Cohort,0.0,I do not own a laptop,Employed full-time (35 hrs+),$35K-$50K,Domestic Partnership,$50k - $75k,Associates Degree,,,Hispanic or Latina,2023-05-03 14:07:00,2023,Hispanic or Latina,5,2
1112,Dead Lead,Non-responsive,3.0,I do not own a laptop,Employed part-time (under 20 hrs),<$15K,Married,$75k - $100k,Associates Degree,,,White,2023-05-03 19:23:00,2023,White,5,2
1113,Dead Lead,Non-responsive,1.0,Laptop (PC),"No, currently not employed outside the home",I do not currently work outside the home.,Married,$25k - $35k,Graduate or Professional Degree,,,White,2023-05-05 16:26:00,2023,White,5,4
1114,Dead Lead,Declined Attending,1.0,I do not own a laptop,"No, currently not employed outside the home",<$15K,Married,$150k - $200k,Graduate or Professional Degree,,,"""Some other race, ethnicity, or origin""",2023-05-07 15:45:00,2023,"""Some other race, ethnicity, or origin""",5,6
1115,2023 Winter - Online,Assigned Cohort,2.0,Laptop (PC),"No, currently not employed outside the home",I do not currently work outside the home.,Married,$50k - $75k,Bachelor's Degree,,,"""Some other race, ethnicity, or origin""",2023-05-08 22:10:00,2023,"""Some other race, ethnicity, or origin""",5,0
1116,2023 Winter - Online,Assigned Cohort,5.0,Laptop (Mac),"No, currently not employed outside the home",I do not currently work outside the home.,Married,$100k - $150k,Bachelor's Degree,,,White,2023-05-09 14:54:00,2023,White,5,1
1117,2023 Winter - Online,Assigned Cohort,2.0,I do not own a laptop,Employed almost full-time (up to 35 hrs),$35K-$50K,Married,$100k - $150k,Bachelor's Degree,,,White,2023-05-09 22:07:00,2023,White,5,1
1118,Dead Lead,Dead lead,6.0,Laptop (PC),Employed part-time (under 20 hrs),<$15K,Single,<$15k,Some College No Degree,,,Hispanic or Latina,2023-05-10 13:27:00,2023,Hispanic or Latina,5,2
1119,Dead Lead,Non-responsive,3.0,Laptop (Mac),"No, currently not employed outside the home",I do not currently work outside the home.,Married,$50k - $75k,Associates Degree,,,White,2023-05-10 22:14:00,2023,White,5,2
1120,Dead Lead,Non-responsive,4.0,Laptop (Mac),Employed almost full-time (up to 35 hrs),$25K-$35K,Separated,$25k - $35k,Bachelor's Degree,,,"Hispanic or Latina,White",2023-05-11 11:24:00,2023,"Hispanic or Latina,White",5,3
1121,Dead Lead,Dead lead,2.0,Laptop (PC),"No, currently not employed outside the home",$100K+,Divorced,$200k - $250k,Associates Degree,,,Would prefer not to answer,2023-05-13 06:19:00,2023,Would prefer not to answer,5,5
1122,Dead Lead,Declined Attending,1.0,Laptop (PC),"No, currently not employed outside the home",I do not currently work outside the home.,Married,$50k - $75k,Certificate,,,"American Indian or Alaska Native,White",2023-05-13 16:28:00,2023,"American Indian or Alaska Native,White",5,5
1123,Dead Lead,Dead lead,5.0,Laptop (Mac),"No, currently not employed outside the home",I do not currently work outside the home.,Separated,$75k - $100k,High School Diploma,,,Black or African American,2023-05-15 05:22:00,2023,Black or African American,5,0
1124,Dead Lead,Non-responsive,1.0,Laptop (PC),Employed almost full-time (up to 35 hrs),$35K-$50K,Divorced,$35k - $50k,Certificate,,,Would prefer not to answer,2023-05-16 21:03:00,2023,Would prefer not to answer,5,1
1125,Dead Lead,Non-responsive,1.0,Laptop (PC),Employed full-time (35 hrs+),$35K-$50K,Divorced,$35k - $50k,Some College No Degree,,,White,2023-05-17 10:27:00,2023,White,5,2
1126,Dead Lead,Non-responsive,4.0,I do not own a laptop,"No, currently not employed outside the home",I do not currently work outside the home.,Separated,$35k - $50k,Some College No Degree,,,White,2023-05-21 11:32:00,2023,White,5,6
1127,Waitlist - Online,Waitlist,3.0,Laptop (PC),"No, currently not employed outside the home",I do not currently work outside the home.,Married,<$15k,Associates Degree,,,White,2023-05-21 12:59:00,2023,White,5,6
1128,Dead Lead,Non-responsive,4.0,Laptop (PC),"No, currently not employed outside the home",I do not currently work outside the home.,Other,<$15k,High School Diploma,,,White,2023-05-22 00:35:00,2023,White,5,0
1129,Dead Lead,Dead lead,2.0,Laptop (PC),"No, currently not employed outside the home",I do not currently work outside the home.,Divorced,$25k - $35k,Certificate,,,White,2023-05-23 15:27:00,2023,White,5,1
1130,Dead Lead,Non-responsive,5.0,Laptop (PC),"No, currently not employed outside the home",I do not currently work outside the home.,Married,$75k - $100k,Bachelor's Degree,,,"""Some other race, ethnicity, or origin""",2023-05-24 23:48:00,2023,"""Some other race, ethnicity, or origin""",5,2
1131,Dead Lead,Non-responsive,2.0,Laptop (PC),Employed almost full-time (up to 35 hrs),<$15K,Single,<$15k,Associates Degree,,,Black or African American,2023-05-30 12:49:00,2023,Black or African American,5,1
1132,2023 Winter - Online,Assigned Cohort,2.0,Laptop (Mac),Employed full-time (35 hrs+),$50K-$75K,Divorced,$50k - $75k,Graduate or Professional Degree,,,White,2023-05-31 06:08:00,2023,White,5,2
1133,Waitlist - Salt Lake,Deferred Application,2.0,I do not own a laptop,"No, currently not employed outside the home",I do not currently work outside the home.,Married,$50k - $75k,Some College No Degree,,,Hispanic or Latina,2023-05-31 16:51:00,2023,Hispanic or Latina,5,2
1134,Waitlist - Online,Waitlist,1.0,Laptop (Mac),Employed full-time (35 hrs+),$25K-$35K,Married,$25k - $35k,Associates Degree,,,Hispanic or Latina,2023-05-31 17:55:00,2023,Hispanic or Latina,5,2
1135,Dead Lead,Non-responsive,1.0,Laptop (PC),Employed full-time (35 hrs+),$25K-$35K,Separated,$25k - $35k,Some College No Degree,,,Hispanic or Latina,2023-05-31 20:02:00,2023,Hispanic or Latina,5,2
1136,Dead Lead,Declined Attending,3.0,Laptop (Mac),"No, currently not employed outside the home",I do not currently work outside the home.,Divorced,$25k - $35k,Bachelor's Degree,,,White,2023-06-01 13:15:00,2023,White,6,3
1137,Dead Lead,Non-responsive,1.0,Laptop (PC),Employed almost full-time (up to 35 hrs),$25K-$35K,Single,$25k - $35k,High School Diploma,,,Black or African American,2023-06-01 13:42:00,2023,Black or African American,6,3
1138,Dead Lead,Non-responsive,2.0,Laptop (PC),Employed part-time (under 20 hrs),<$15K,Married,$35k - $50k,Bachelor's Degree,,,"American Indian or Alaska Native,Black or African American,White",2023-06-02 12:49:00,2023,Other,6,4
1139,Dead Lead,Non-responsive,3.0,Laptop (Mac),Employed full-time (35 hrs+),$35K-$50K,Married,$100k - $150k,Some College No Degree,,,White,2023-06-02 17:24:00,2023,White,6,4
1140,Dead Lead,Non-responsive,4.0,Laptop (PC),"No, currently not employed outside the home",I do not currently work outside the home.,Married,$50k - $75k,Graduate or Professional Degree,,,Hispanic or Latina,2023-06-05 17:13:00,2023,Hispanic or Latina,6,0
1141,Dead Lead,Declined Attending,2.0,I do not own a laptop,Employed almost full-time (up to 35 hrs),$15K-$25K,Single,$15k - $25k,High School Diploma,checked,,White,2023-06-05 17:19:00,2023,White,6,0
1142,Dead Lead,Non-responsive,1.0,Laptop (Mac),Employed part-time (under 20 hrs),<$15K,Other,$35k - $50k,Associates Degree,,,White,2023-06-06 10:06:00,2023,White,6,1
1143,Dead Lead,Non-responsive,1.0,Laptop (Mac),Employed part-time (under 20 hrs),$35K-$50K,Single,$35k - $50k,Bachelor's Degree,,,Black or African American,2023-06-06 11:38:00,2023,Black or African American,6,1
1144,Dead Lead,Non-responsive,0.0,I do not own a laptop,Employed part-time (under 20 hrs),$50K-$75K,Single,$15k - $25k,High School Diploma,,,Hispanic or Latina,2023-06-06 11:57:00,2023,Hispanic or Latina,6,1
1145,Dead Lead,Non-responsive,1.0,Laptop (PC),Employed full-time (35 hrs+),$100K+,Married,$150k - $200k,Some College No Degree,,,White,2023-06-06 14:10:00,2023,White,6,1
1146,Dead Lead,Non-responsive,1.0,Laptop (PC),"No, currently not employed outside the home",I do not currently work outside the home.,Single,<$15k,Bachelor's Degree,,,Hispanic or Latina,2023-06-07 10:43:00,2023,Hispanic or Latina,6,2
1147,Waitlist - Online,Waitlist,1.0,Laptop (Mac),"No, currently not employed outside the home",I do not currently work outside the home.,Married,$50k - $75k,High School Diploma,,,White,2023-06-07 14:55:00,2023,White,6,2
1148,Dead Lead,Non-responsive,1.0,Laptop (PC),Employed full-time (35 hrs+),$35K-$50K,Divorced,$35k - $50k,Some College No Degree,,,White,2023-06-09 18:53:00,2023,White,6,4
1149,Dead Lead,Declined Attending,1.0,Laptop (Mac),Employed full-time (35 hrs+),$50K-$75K,Married,$150k - $200k,Bachelor's Degree,,,"""Some other race, ethnicity, or origin""",2023-06-12 13:57:00,2023,"""Some other race, ethnicity, or origin""",6,0
1150,2023 Winter - Online,Assigned Cohort,2.0,I do not own a laptop,"No, currently not employed outside the home",I do not currently work outside the home.,Married,<$15k,Some College No Degree,checked,,White,2023-06-12 20:26:00,2023,White,6,0
1151,Dead Lead,Non-responsive,5.0,Laptop (PC),Employed part-time (under 20 hrs),<$15K,Married,<$15k,Bachelor's Degree,,,Hispanic or Latina,2023-06-13 07:34:00,2023,Hispanic or Latina,6,1
1152,Dead Lead,Non-responsive,3.0,Laptop (PC),"No, currently not employed outside the home",I do not currently work outside the home.,Married,$35k - $50k,Bachelor's Degree,,,"""Some other race, ethnicity, or origin""",2023-06-13 17:44:00,2023,"""Some other race, ethnicity, or origin""",6,1
1153,Dead Lead,Dead lead,3.0,Laptop (PC),Employed part-time (under 20 hrs),I do not currently work outside the home.,Married,$35k - $50k,Bachelor's Degree,,,"""Some other race, ethnicity, or origin""",2023-06-13 18:44:00,2023,"""Some other race, ethnicity, or origin""",6,1
1154,Dead Lead,Non-responsive,4.0,I do not own a laptop,"No, currently not employed outside the home",I do not currently work outside the home.,Married,$100k - $150k,High School Diploma,,,White,2023-06-13 21:58:00,2023,White,6,1
1155,Dead Lead,Non-responsive,3.0,Laptop (PC),"No, currently not employed outside the home",I do not currently work outside the home.,Married,$200k - $250k,Bachelor's Degree,,,"""Some other race, ethnicity, or origin""",2023-06-13 23:18:00,2023,"""Some other race, ethnicity, or origin""",6,1
1156,Waitlist - Salt Lake,Waitlist,2.0,Laptop (PC),Employed full-time (35 hrs+),$25K-$35K,Married,$75k - $100k,High School Diploma,,,Hispanic or Latina,2023-06-14 12:31:00,2023,Hispanic or Latina,6,2
1157,Dead Lead,Non-responsive,2.0,I do not own a laptop,Employed almost full-time (up to 35 hrs),$25K-$35K,Married,$50k - $75k,Associates Degree,,,White,2023-06-14 14:30:00,2023,White,6,2
1158,2023 Winter - Online,Assigned Cohort,3.0,Laptop (PC),Employed part-time (under 20 hrs),<$15K,Single,<$15k,Certificate,checked,,"Hispanic or Latina,White",2023-06-14 18:50:00,2023,"Hispanic or Latina,White",6,2
1159,Dead Lead,Non-responsive,0.0,Laptop (PC),"No, currently not employed outside the home",<$15K,Other,$25k - $35k,High School Diploma,,,White,2023-06-15 07:10:00,2023,White,6,3
1160,Dead Lead,Non-responsive,5.0,Laptop (PC),Employed full-time (35 hrs+),$50K-$75K,Married,$100k - $150k,Some College No Degree,,,White,2023-06-15 10:11:00,2023,White,6,3
1161,2023 Winter - Online,Assigned Cohort,2.0,I do not own a laptop,Employed part-time (under 20 hrs),$25K-$35K,Divorced,$25k - $35k,Bachelor's Degree,,,White,2023-06-15 16:44:00,2023,White,6,3
1162,2023 Winter - SLCC,Assigned Cohort,2.0,Laptop (PC),"No, currently not employed outside the home",<$15K,Married,$100k - $150k,Bachelor's Degree,,,"""Some other race, ethnicity, or origin""",2023-06-15 22:59:00,2023,"""Some other race, ethnicity, or origin""",6,3
1163,2023 Winter - SLCC,Assigned Cohort,2.0,I do not own a laptop,"No, currently not employed outside the home",I do not currently work outside the home.,Married,$35k - $50k,Associates Degree,,,Hispanic or Latina,2023-06-16 17:08:00,2023,Hispanic or Latina,6,4
