contact_id,cohort,applicant_status,children,computer_availability,employment_status,salary_range,relationship_and_marital_status,household_income,education_level,lgbtqi_identity,veteran_status,race_ethnicity,create_date,year,ethnicity_simplified,month,weekday
944,Dead Lead,Declined Attending,2.0,Laptop (PC),Employed full-time (35 hrs+),$50K-$75K,Married,$50k - $75k,Bachelor's Degree,,,White,2023-01-01 21:13:00,2023,White,1,6
945,2023 Fall - TMIC,Assigned Cohort,4.0,Laptop (PC),"No, currently not employed outside the home",I do not currently work outside the home.,Separated,$50k - $75k,Associates Degree,,,White,2023-01-03 17:28:00,2023,White,1,1
946,2023 Fall - TMIC,Assigned Cohort,4.0,Laptop (Mac),"No, currently not employed outside the home",I do not currently work outside the home.,Married,$50k - $75k,Bachelor's Degree,,,White,2023-01-04 12:15:00,2023,White,1,2
947,2023 Fall - TMIC,Assigned Cohort,5.0,Laptop (Mac),"No, currently not employed outside the home",I do not currently work outside the home.,Married,$100k - $150k,Associates Degree,,,White,2023-01-04 17:36:00,2023,White,1,2
948,Dead Lead,Non-responsive,0.0,Laptop (PC),Employed full-time (35 hrs+),$35K-$50K,Domestic Partnership,$50k - $75k,Some College No Degree,checked,,White,2023-01-04 18:24:00,2023,White,1,2
949,Waitlist - Salt Lake,Deferred Application,3.0,Laptop (Mac),Employed almost full-time (up to 35 hrs),$25K-$35K,Divorced,$25k - $35k,Certificate,,,White,2023-01-04 18:31:00,2023,White,1,2
950,2023 Winter - Lehi,Assigned Cohort,2.0,I do not own a laptop,"No, currently not employed outside the home",I do not currently work outside the home.,Single,<$15k,Certificate,,,Black or African American,2023-01-04 20:06:00,2023,Black or African American,1,2
951,2023 Winter - Lehi,Assigned Cohort,0.0,I do not own a laptop,Employed full-time (35 hrs+),$35K-$50K,Separated,$50k - $75k,Associates Degree,checked,,Hispanic or Latina,2023-01-05 12:03:00,2023,Hispanic or Latina,1,3
952,2023 Winter - Lehi,Assigned Cohort,1.0,Laptop (Mac),Employed full-time (35 hrs+),$100K+,Married,$150k - $200k,Bachelor's Degree,,,White,2023-01-05 14:00:00,2023,White,1,3
953,Dead Lead,Declined Attending,1.0,Laptop (PC),Employed full-time (35 hrs+),$50K-$75K,Domestic Partnership,$100k - $150k,Some College No Degree,,,White,2023-01-05 15:12:00,2023,White,1,3
954,Dead Lead,Non-responsive,1.0,Laptop (Mac),Employed almost full-time (up to 35 hrs),$25K-$35K,Married,$50k - $75k,Some College No Degree,,,Hispanic or Latina,2023-01-05 16:18:00,2023,Hispanic or Latina,1,3
955,Dead Lead,Non-responsive,3.0,Laptop (PC),"No, currently not employed outside the home",I do not currently work outside the home.,Married,$75k - $100k,Bachelor's Degree,,,Hispanic or Latina,2023-01-05 23:22:00,2023,Hispanic or Latina,1,3
956,Dead Lead,Dead lead,1.0,Laptop (Mac),"No, currently not employed outside the home",I do not currently work outside the home.,Married,$150k - $200k,Bachelor's Degree,,,Would prefer not to answer,2023-01-06 10:59:00,2023,Would prefer not to answer,1,4
957,Dead Lead,Dead lead,2.0,Laptop (PC),"No, currently not employed outside the home",I do not currently work outside the home.,Separated,<$15k,Some College No Degree,,,Hispanic or Latina,2023-01-07 06:07:00,2023,Hispanic or Latina,1,5
958,2023 Winter - Lehi,Assigned Cohort,3.0,Laptop (Mac),Employed almost full-time (up to 35 hrs),$25K-$35K,Single,$25k - $35k,Some College No Degree,,,Black or African American,2023-01-07 08:15:00,2023,Black or African American,1,5
959,2023 Winter - Lehi,Assigned Cohort,4.0,Laptop (PC),"No, currently not employed outside the home",I do not currently work outside the home.,Married,$75k - $100k,Some College No Degree,,checked,White,2023-01-07 08:56:00,2023,White,1,5
960,Dead Lead,Non-responsive,0.0,Laptop (PC),"No, currently not employed outside the home",I do not currently work outside the home.,Single,<$15k,Some College No Degree,,,Native Hawaiian or Other Pacific Islander,2023-01-07 11:34:00,2023,Native Hawaiian or Other Pacific Islander,1,5
961,Dead Lead,Declined Attending,2.0,Laptop (PC),Employed full-time (35 hrs+),$15K-$25K,Married,$35k - $50k,Some College No Degree,,,White,2023-01-07 12:03:00,2023,White,1,5
962,Waitlist - Lehi,Waitlist,3.0,Laptop (PC),"No, currently not employed outside the home",I do not currently work outside the home.,Married,$75k - $100k,Associates Degree,,,White,2023-01-09 11:36:00,2023,White,1,0
963,Dead Lead,Non-responsive,1.0,Laptop (Mac),"No, currently not employed outside the home",I do not currently work outside the home.,Domestic Partnership,$50k - $75k,Some College No Degree,,,"Black or African American,White",2023-01-12 05:03:00,2023,Other,1,3
964,2023 Winter - Lehi,Assigned Cohort,2.0,Laptop (Mac),"No, currently not employed outside the home",I do not currently work outside the home.,Married,$75k - $100k,Graduate or Professional Degree,,,Hispanic or Latina,2023-01-12 11:03:00,2023,Hispanic or Latina,1,3
965,Dead Lead,Non-responsive,1.0,Laptop (PC),Employed part-time (under 20 hrs),$15K-$25K,Married,$75k - $100k,Graduate or Professional Degree,,,"""Some other race, ethnicity, or origin""",2023-01-12 21:28:00,2023,"""Some other race, ethnicity, or origin""",1,3
966,Dead Lead,Non-responsive,1.0,I do not own a laptop,Employed full-time (35 hrs+),$50K-$75K,Domestic Partnership,$50k - $75k,Some College No Degree,,,Black or African American,2023-01-12 23:51:00,2023,Black or African American,1,3
967,2023 Winter - Lehi,Assigned Cohort,1.0,Laptop (Mac),Employed part-time (under 20 hrs),<$15K,Married,$50k - $75k,Associates Degree,,,Black or African American,2023-01-13 07:59:00,2023,Black or African American,1,4
968,2023 Winter - Lehi,Assigned Cohort,1.0,I do not own a laptop,Employed full-time (35 hrs+),$50K-$75K,Married,$50k - $75k,Graduate or Professional Degree,,,White,2023-01-14 11:22:00,2023,White,1,5
969,2023 Winter - Lehi,Assigned Cohort,0.0,Laptop (PC),Employed part-time (under 20 hrs),<$15K,Single,<$15k,Certificate,,,White,2023-01-14 11:43:00,2023,White,1,5
977,2023 Winter - Lehi,Assigned Cohort,3.0,Laptop (Mac),"No, currently not employed outside the home",I do not currently work outside the home.,Married,$100k - $150k,Bachelor's Degree,,,"Native Hawaiian or Other Pacific Islander,White",2023-01-17 11:33:00,2023,Other,1,1
978,Dead Lead,Declined Attending,0.0,Laptop (Mac),Employed full-time (35 hrs+),$35K-$50K,Married,$35k - $50k,High School Diploma,,,"""Some other race, ethnicity, or origin""",2023-01-18 15:23:00,2023,"""Some other race, ethnicity, or origin""",1,2
979,Dead Lead,Non-responsive,2.0,Laptop (PC),Employed full-time (35 hrs+),$15K-$25K,Single,$35k - $50k,Bachelor's Degree,,,White,2023-01-18 20:37:00,2023,White,1,2
980,Dead Lead,Non-responsive,4.0,Laptop (PC),Employed full-time (35 hrs+),$25K-$35K,Married,$35k - $50k,Certificate,,,White,2023-01-18 22:18:00,2023,White,1,2
985,2023 Winter - Lehi,Assigned Cohort,2.0,Laptop (PC),"No, currently not employed outside the home",I do not currently work outside the home.,Separated,<$15k,High School Diploma,,,White,2023-01-22 18:50:00,2023,White,1,6
986,Dead Lead,Non-responsive,3.0,I do not own a laptop,"No, currently not employed outside the home",<$15K,Single,<$15k,Some College No Degree,,,"American Indian or Alaska Native,Hispanic or Latina",2023-01-23 16:52:00,2023,Other,1,0
987,Dead Lead,Non-responsive,1.0,Laptop (Mac),"No, currently not employed outside the home",I do not currently work outside the home.,Married,$75k - $100k,Bachelor's Degree,,,"""Some other race, ethnicity, or origin""",2023-01-24 10:24:00,2023,"""Some other race, ethnicity, or origin""",1,1
988,Dead Lead,Non-responsive,3.0,Laptop (Mac),"No, currently not employed outside the home",I do not currently work outside the home.,Married,$35k - $50k,Some College No Degree,,,White,2023-01-24 11:51:00,2023,White,1,1
989,Dead Lead,Declined Attending,0.0,Laptop (Mac),Employed almost full-time (up to 35 hrs),$35K-$50K,Single,$35k - $50k,Bachelor's Degree,checked,,White,2023-01-25 10:09:00,2023,White,1,2
991,2023 Winter - Lehi,Assigned Cohort,1.0,Laptop (Mac),Employed part-time (under 20 hrs),$15K-$25K,Married,$75k - $100k,Bachelor's Degree,,,White,2023-01-26 17:32:00,2023,White,1,3
992,Dead Lead,Non-responsive,5.0,Laptop (PC),Employed full-time (35 hrs+),$25K-$35K,Married,$35k - $50k,Bachelor's Degree,,,Hispanic or Latina,2023-01-27 11:37:00,2023,Hispanic or Latina,1,4
994,2023 Winter - Lehi,Assigned Cohort,2.0,Laptop (Mac),Employed almost full-time (up to 35 hrs),$35K-$50K,Married,$50k - $75k,Some College No Degree,,,Hispanic or Latina,2023-01-28 14:38:00,2023,Hispanic or Latina,1,5
995,Dead Lead,Declined Attending,2.0,Laptop (PC),"No, currently not employed outside the home",I do not currently work outside the home.,Married,<$15k,Bachelor's Degree,,,White,2023-01-28 20:10:00,2023,White,1,5
996,Dead Lead,Non-responsive,2.0,Laptop (PC),Employed part-time (under 20 hrs),$25K-$35K,Married,$50k - $75k,Certificate,,,Hispanic or Latina,2023-01-28 22:00:00,2023,Hispanic or Latina,1,5
997,2023 Winter - Lehi,Assigned Cohort,2.0,Laptop (PC),Employed full-time (35 hrs+),$50K-$75K,Married,$75k - $100k,Some College No Degree,,,Hispanic or Latina,2023-01-30 13:49:00,2023,Hispanic or Latina,1,0
998,Dead Lead,Non-responsive,2.0,Laptop (PC),"No, currently not employed outside the home",I do not currently work outside the home.,Married,$35k - $50k,High School Diploma,,,Native Hawaiian or Other Pacific Islander,2023-01-31 03:03:00,2023,Native Hawaiian or Other Pacific Islander,1,1
999,Dead Lead,Non-responsive,2.0,I do not own a laptop,Employed full-time (35 hrs+),$15K-$25K,Single,$15k - $25k,High School Diploma,,,Native Hawaiian or Other Pacific Islander,2023-01-31 10:11:00,2023,Native Hawaiian or Other Pacific Islander,1,1
1000,Dead Lead,Non-responsive,2.0,Laptop (Mac),Employed almost full-time (up to 35 hrs),$35K-$50K,Married,$100k - $150k,Some College No Degree,,,White,2023-02-01 16:08:00,2023,White,2,2
1001,Dead Lead,Non-responsive,2.0,Laptop (PC),Employed full-time (35 hrs+),$100K+,Married,$150k - $200k,Graduate or Professional Degree,,,White,2023-02-02 16:03:00,2023,White,2,3
1002,Dead Lead,Non-responsive,1.0,Laptop (Mac),"No, currently not employed outside the home",I do not currently work outside the home.,Married,$50k - $75k,Bachelor's Degree,,,White,2023-02-04 13:08:00,2023,White,2,5
1003,Dead Lead,Non-responsive,3.0,Laptop (PC),"No, currently not employed outside the home",I do not currently work outside the home.,Separated,$100k - $150k,Bachelor's Degree,,,White,2023-02-06 12:30:00,2023,White,2,0
1004,Dead Lead,Non-responsive,2.0,I do not own a laptop,"No, currently not employed outside the home",I do not currently work outside the home.,Divorced,<$15k,Some College No Degree,,,"""Some other race, ethnicity, or origin""",2023-02-08 19:06:00,2023,"""Some other race, ethnicity, or origin""",2,2
1005,Dead Lead,Non-responsive,1.0,Laptop (PC),Employed full-time (35 hrs+),$25K-$35K,Married,$50k - $75k,High School Diploma,,,White,2023-02-09 09:11:00,2023,White,2,3
1006,Dead Lead,Non-responsive,0.0,Laptop (PC),Employed full-time (35 hrs+),$15K-$25K,Domestic Partnership,$15k - $25k,High School Diploma,checked,checked,White,2023-02-09 17:25:00,2023,White,2,3
1007,Dead Lead,Declined Attending,4.0,Laptop (PC),"No, currently not employed outside the home",I do not currently work outside the home.,Other,$35k - $50k,Bachelor's Degree,,,White,2023-02-09 22:42:00,2023,White,2,3
1008,Dead Lead,Non-responsive,3.0,Laptop (PC),"No, currently not employed outside the home",I do not currently work outside the home.,Divorced,<$15k,Certificate,,,White,2023-02-10 19:30:00,2023,White,2,4
1009,2023 Winter - Lehi,Assigned Cohort,1.0,Laptop (PC),"No, currently not employed outside the home",I do not currently work outside the home.,Single,$35k - $50k,Bachelor's Degree,,,Hispanic or Latina,2023-02-12 03:34:00,2023,Hispanic or Latina,2,6
1010,Dead Lead,Non-responsive,1.0,I do not own a laptop,"No, currently not employed outside the home",I do not currently work outside the home.,Divorced,<$15k,Bachelor's Degree,,,Hispanic or Latina,2023-02-12 19:02:00,2023,Hispanic or Latina,2,6
1011,Dead Lead,Non-responsive,0.0,Laptop (PC),Employed almost full-time (up to 35 hrs),<$15K,Single,<$15k,Bachelor's Degree,,,White,2023-02-13 06:26:00,2023,White,2,0
1012,2023 Winter - Lehi,Assigned Cohort,2.0,I do not own a laptop,Employed full-time (35 hrs+),$35K-$50K,Divorced,$35k - $50k,Graduate or Professional Degree,,,"Hispanic or Latina,White",2023-02-14 09:06:00,2023,"Hispanic or Latina,White",2,1
1013,Dead Lead,Non-responsive,1.0,Laptop (PC),"No, currently not employed outside the home",I do not currently work outside the home.,Married,$75k - $100k,Graduate or Professional Degree,,,"""Some other race, ethnicity, or origin""",2023-02-16 06:33:00,2023,"""Some other race, ethnicity, or origin""",2,3
1014,2023 Winter - Lehi,Assigned Cohort,4.0,Laptop (PC),"No, currently not employed outside the home",I do not currently work outside the home.,Married,<$15k,Graduate or Professional Degree,,,White,2023-02-16 12:53:00,2023,White,2,3
1015,Dead Lead,Non-responsive,1.0,Laptop (Mac),"No, currently not employed outside the home",I do not currently work outside the home.,Married,$50k - $75k,Bachelor's Degree,,,White,2023-02-19 13:42:00,2023,White,2,6
1016,Dead Lead,Non-responsive,0.0,Laptop (PC),Employed full-time (35 hrs+),$25K-$35K,Single,$25k - $35k,Bachelor's Degree,,,White,2023-02-21 15:26:00,2023,White,2,1
1017,2023 Winter - Lehi,Assigned Cohort,2.0,I do not own a laptop,"No, currently not employed outside the home",I do not currently work outside the home.,Married,$15k - $25k,Bachelor's Degree,,,Native Hawaiian or Other Pacific Islander,2023-02-23 14:59:00,2023,Native Hawaiian or Other Pacific Islander,2,3
1018,2023 Winter - Lehi,Assigned Cohort,0.0,Laptop (PC),Employed almost full-time (up to 35 hrs),$15K-$25K,Single,$75k - $100k,Some College No Degree,checked,,White,2023-02-24 13:30:00,2023,White,2,4
1019,Dead Lead,Declined Attending,1.0,Laptop (PC),Employed part-time (under 20 hrs),<$15K,Married,<$15k,Some College No Degree,,,White,2023-02-24 17:59:00,2023,White,2,4
1020,Dead Lead,Non-responsive,1.0,Laptop (PC),Employed full-time (35 hrs+),$35K-$50K,Divorced,$35k - $50k,Some College No Degree,,,Black or African American,2023-02-25 02:21:00,2023,Black or African American,2,5
1021,2023 Winter - Lehi,Assigned Cohort,5.0,I do not own a laptop,Employed full-time (35 hrs+),$35K-$50K,Divorced,$35k - $50k,Some College No Degree,,,White,2023-02-25 15:30:00,2023,White,2,5
1022,Dead Lead,Non-responsive,2.0,I do not own a laptop,Employed full-time (35 hrs+),<$15K,Married,<$15k,Certificate,,,Hispanic or Latina,2023-02-26 07:25:00,2023,Hispanic or Latina,2,6
1023,Dead Lead,Non-responsive,0.0,Laptop (Mac),Employed full-time (35 hrs+),$25K-$35K,Single,$25k - $35k,High School Diploma,,,White,2023-02-26 20:36:00,2023,White,2,6
1024,Waitlist - Online,Waitlist,3.0,Laptop (Mac),"No, currently not employed outside the home",I do not currently work outside the home.,Married,$200k - $250k,Bachelor's Degree,,,"""Some other race, ethnicity, or origin""",2023-02-28 22:01:00,2023,"""Some other race, ethnicity, or origin""",2,1
1025,Dead Lead,Non-responsive,3.0,Laptop (PC),"No, currently not employed outside the home",I do not currently work outside the home.,Divorced,$15k - $25k,Some College No Degree,,,"White,American Indian or Alaska Native",2023-03-01 21:58:00,2023,Other,3,2
1026,Dead Lead,Non-responsive,2.0,Laptop (PC),"No, currently not employed outside the home",I do not currently work outside the home.,Married,$200k - $250k,Bachelor's Degree,,,"""Some other race, ethnicity, or origin""",2023-03-02 07:29:00,2023,"""Some other race, ethnicity, or origin""",3,3
1027,2023 Winter - Lehi,Assigned Cohort,4.0,Laptop (Mac),Employed full-time (35 hrs+),$35K-$50K,Single,$35k - $50k,Some College No Degree,,,Hispanic or Latina,2023-03-03 12:09:00,2023,Hispanic or Latina,3,4
1028,Dead Lead,Dead lead,5.0,I do not own a laptop,Employed full-time (35 hrs+),$35K-$50K,Divorced,$35k - $50k,Some College No Degree,,,White,2023-03-03 15:09:00,2023,White,3,4
1029,Dead Lead,Non-responsive,3.0,Laptop (PC),"No, currently not employed outside the home",I do not currently work outside the home.,Separated,<$15k,Bachelor's Degree,,,White,2023-03-05 20:15:00,2023,White,3,6
1030,Dead Lead,Declined Attending,6.0,Laptop (PC),Employed full-time (35 hrs+),$50K-$75K,Married,$100k - $150k,Associates Degree,,,White,2023-03-05 20:20:00,2023,White,3,6
1031,Dead Lead,Non-responsive,3.0,Laptop (Mac),Employed full-time (35 hrs+),$75K-$100K,Single,$75k - $100k,High School Diploma,,,Native Hawaiian or Other Pacific Islander,2023-03-07 10:05:00,2023,Native Hawaiian or Other Pacific Islander,3,1
1032,Dead Lead,Non-responsive,2.0,Laptop (Mac),"No, currently not employed outside the home",I do not currently work outside the home.,Married,$250k+,Graduate or Professional Degree,,,Hispanic or Latina,2023-03-07 14:21:00,2023,Hispanic or Latina,3,1
1033,Dead Lead,Declined Attending,0.0,Laptop (PC),"No, currently not employed outside the home",I do not currently work outside the home.,Married,$35k - $50k,Certificate,,,Hispanic or Latina,2023-03-10 02:51:00,2023,Hispanic or Latina,3,4
1034,Waitlist - Lehi,Deferred Application,3.0,Laptop (Mac),Employed part-time (under 20 hrs),$15K-$25K,Single,$15k - $25k,High School Diploma,,,White,2023-03-12 22:52:00,2023,White,3,6
1035,Dead Lead,Non-responsive,1.0,Laptop (PC),"No, currently not employed outside the home",$75K-$100K,Divorced,$100k - $150k,Some College No Degree,,checked,White,2023-03-14 10:57:00,2023,White,3,1
1036,Dead Lead,Declined Attending,2.0,Laptop (Mac),Employed full-time (35 hrs+),$50K-$75K,Single,$50k - $75k,High School Diploma,,,White,2023-03-14 11:02:00,2023,White,3,1
1037,Dead Lead,Non-responsive,1.0,Laptop (PC),Employed almost full-time (up to 35 hrs),$25K-$35K,Divorced,$25k - $35k,Some College No Degree,,,White,2023-03-14 12:51:00,2023,White,3,1
1038,Dead Lead,Non-responsive,1.0,Laptop (Mac),Employed part-time (under 20 hrs),$15K-$25K,Married,$150k - $200k,Bachelor's Degree,,,White,2023-03-15 08:47:00,2023,White,3,2
1039,Dead Lead,Non-responsive,2.0,Laptop (PC),Employed almost full-time (up to 35 hrs),$25K-$35K,Single,$25k - $35k,Certificate,,,White,2023-03-17 10:49:00,2023,White,3,4
1040,Dead Lead,Non-responsive,6.0,Laptop (PC),Employed part-time (under 20 hrs),<$15K,Single,<$15k,Some College No Degree,,,Hispanic or Latina,2023-03-17 13:18:00,2023,Hispanic or Latina,3,4
1041,Dead Lead,Non-responsive,0.0,Laptop (PC),Employed part-time (under 20 hrs),$15K-$25K,Single,$15k - $25k,Some College No Degree,,,White,2023-03-17 14:30:00,2023,White,3,4
1042,Dead Lead,Non-responsive,2.0,Laptop (Mac),Employed part-time (under 20 hrs),<$15K,Separated,<$15k,Associates Degree,,,White,2023-03-18 13:21:00,2023,White,3,5
1044,2023 Winter - Lehi,Assigned Cohort,3.0,Laptop (PC),Employed almost full-time (up to 35 hrs),$25K-$35K,Married,$50k - $75k,Bachelor's Degree,,,White,2023-03-20 15:06:00,2023,White,3,0
1045,Dead Lead,Non-responsive,1.0,Laptop (Mac),Employed part-time (under 20 hrs),<$15K,Married,$50k - $75k,Bachelor's Degree,,,White,2023-03-20 15:52:00,2023,White,3,0
1046,Dead Lead,Non-responsive,3.0,Laptop (Mac),Employed part-time (under 20 hrs),<$15K,Married,$50k - $75k,Associates Degree,,,"""Some other race, ethnicity, or origin""",2023-03-21 22:52:00,2023,"""Some other race, ethnicity, or origin""",3,1
1047,2023 Winter - Ogden,Assigned Cohort,4.0,Laptop (Mac),"No, currently not employed outside the home",I do not currently work outside the home.,Married,$75k - $100k,Associates Degree,,,American Indian or Alaska Native,2023-03-22 22:19:00,2023,American Indian or Alaska Native,3,2
1048,Dead Lead,Non-responsive,3.0,Laptop (PC),"No, currently not employed outside the home",I do not currently work outside the home.,Married,$50k - $75k,Graduate or Professional Degree,,,Hispanic or Latina,2023-03-23 05:49:00,2023,Hispanic or Latina,3,3
1049,Dead Lead,Dead lead,3.0,Laptop (PC),"No, currently not employed outside the home",<$15K,Married,$35k - $50k,Graduate or Professional Degree,,,White,2023-03-23 08:05:00,2023,White,3,3
1050,Dead Lead,Non-responsive,1.0,Laptop (Mac),Employed part-time (under 20 hrs),$25K-$35K,Separated,$25k - $35k,Bachelor's Degree,,,Black or African American,2023-03-23 12:29:00,2023,Black or African American,3,3
1051,Dead Lead,Non-responsive,2.0,Laptop (Mac),Employed full-time (35 hrs+),$35K-$50K,Married,$75k - $100k,Some College No Degree,,,"White,Black or African American",2023-03-23 16:52:00,2023,Other,3,3
1052,2023 Winter - Ogden,Assigned Cohort,3.0,Laptop (PC),Employed full-time (35 hrs+),$75K-$100K,Married,$100k - $150k,Graduate or Professional Degree,,,White,2023-03-23 19:42:00,2023,White,3,3
1053,Dead Lead,Non-responsive,1.0,I do not own a laptop,"No, currently not employed outside the home",I do not currently work outside the home.,Single,<$15k,Some College No Degree,,,White,2023-03-23 21:51:00,2023,White,3,3
1054,2023 Winter - Ogden,Assigned Cohort,1.0,I do not own a laptop,Employed full-time (35 hrs+),$35K-$50K,Married,$35k - $50k,Graduate or Professional Degree,,,Hispanic or Latina,2023-03-23 22:52:00,2023,Hispanic or Latina,3,3
1055,2023 Winter - Ogden,Assigned Cohort,2.0,Laptop (Mac),Employed full-time (35 hrs+),$50K-$75K,Divorced,$50k - $75k,Graduate or Professional Degree,,,White,2023-03-24 17:25:00,2023,White,3,4
1056,Dead Lead,Non-responsive,2.0,Laptop (PC),"No, currently not employed outside the home",I do not currently work outside the home.,Divorced,$35k - $50k,High School Diploma,,,Hispanic or Latina,2023-03-25 11:00:00,2023,Hispanic or Latina,3,5
1057,Waitlist - Salt Lake,Deferred Application,3.0,Laptop (Mac),Employed almost full-time (up to 35 hrs),$25K-$35K,Divorced,$25k - $35k,Bachelor's Degree,,,White,2023-03-25 14:43:00,2023,White,3,5
1058,Dead Lead,Declined Attending,3.0,Laptop (PC),Employed part-time (under 20 hrs),<$15K,Married,$75k - $100k,Associates Degree,,,White,2023-03-26 20:34:00,2023,White,3,6
1059,2023 Winter - Ogden,Assigned Cohort,3.0,I do not own a laptop,"No, currently not employed outside the home",I do not currently work outside the home.,Divorced,$25k - $35k,Bachelor's Degree,,,"""Some other race, ethnicity, or origin""",2023-03-27 08:02:00,2023,"""Some other race, ethnicity, or origin""",3,0
1060,Dead Lead,Non-responsive,2.0,Laptop (PC),Employed part-time (under 20 hrs),I do not currently work outside the home.,Married,$50k - $75k,Certificate,,,Hispanic or Latina,2023-03-27 10:59:00,2023,Hispanic or Latina,3,0
1061,Dead Lead,Non-responsive,2.0,Laptop (PC),"No, currently not employed outside the home",I do not currently work outside the home.,Married,$50k - $75k,Associates Degree,,,White,2023-03-27 12:00:00,2023,White,3,0
1062,Dead Lead,Non-responsive,2.0,Laptop (Mac),Employed full-time (35 hrs+),$50K-$75K,Married,$100k - $150k,Associates Degree,,,"""Some other race, ethnicity, or origin""",2023-03-28 06:45:00,2023,"""Some other race, ethnicity, or origin""",3,1
1063,Dead Lead,Non-responsive,0.0,Laptop (PC),Employed full-time (35 hrs+),$50K-$75K,Married,$50k - $75k,Bachelor's Degree,checked,,White,2023-03-28 12:04:00,2023,White,3,1
1064,Waitlist - Ogden,Waitlist,5.0,Laptop (PC),"No, currently not employed outside the home",I do not currently work outside the home.,Married,$50k - $75k,Bachelor's Degree,,,White,2023-03-29 14:34:00,2023,White,3,2
1065,2023 Winter - Ogden,Assigned Cohort,3.0,Laptop (PC),"No, currently not employed outside the home",I do not currently work outside the home.,Married,<$15k,Bachelor's Degree,,,White,2023-03-29 17:03:00,2023,White,3,2
1066,Dead Lead,Dead lead,3.0,Laptop (Mac),Employed full-time (35 hrs+),$35K-$50K,Married,$50k - $75k,Bachelor's Degree,,,Hispanic or Latina,2023-03-29 18:49:00,2023,Hispanic or Latina,3,2
1067,2023 Winter - Ogden,Assigned Cohort,3.0,Laptop (Mac),"No, currently not employed outside the home",I do not currently work outside the home.,Married,$100k - $150k,Bachelor's Degree,,,"""Some other race, ethnicity, or origin""",2023-03-29 21:34:00,2023,"""Some other race, ethnicity, or origin""",3,2
1068,Dead Lead,Declined Attending,1.0,Laptop (Mac),Employed full-time (35 hrs+),$50K-$75K,Divorced,$50k - $75k,Graduate or Professional Degree,,,White,2023-03-29 21:47:00,2023,White,3,2
1069,Dead Lead,Non-responsive,2.0,I do not own a laptop,"No, currently not employed outside the home",I do not currently work outside the home.,Married,$75k - $100k,Bachelor's Degree,,,"""Some other race, ethnicity, or origin""",2023-03-30 22:51:00,2023,"""Some other race, ethnicity, or origin""",3,3
1070,Dead Lead,Non-responsive,1.0,Laptop (Mac),Employed almost full-time (up to 35 hrs),$15K-$25K,Divorced,$15k - $25k,High School Diploma,,,Native Hawaiian or Other Pacific Islander,2023-04-03 12:50:00,2023,Native Hawaiian or Other Pacific Islander,4,0
1072,Waitlist - Online,Waitlist,2.0,Laptop (Mac),"No, currently not employed outside the home",<$15K,Married,$25k - $35k,Graduate or Professional Degree,,,Black or African American,2023-04-05 11:51:00,2023,Black or African American,4,2
1073,Dead Lead,Dead lead,2.0,Laptop (Mac),"No, currently not employed outside the home",I do not currently work outside the home.,Married,$25k - $35k,Graduate or Professional Degree,,,Black or African American,2023-04-05 12:32:00,2023,Black or African American,4,2
1074,Dead Lead,Non-responsive,2.0,Laptop (Mac),"No, currently not employed outside the home",I do not currently work outside the home.,Married,$150k - $200k,Bachelor's Degree,,,"""Some other race, ethnicity, or origin""",2023-04-06 20:29:00,2023,"""Some other race, ethnicity, or origin""",4,3
1075,Dead Lead,Non-responsive,0.0,Laptop (PC),Employed full-time (35 hrs+),$100K+,Domestic Partnership,$100k - $150k,Graduate or Professional Degree,,,White,2023-04-07 18:55:00,2023,White,4,4
1076,Dead Lead,Non-responsive,3.0,Laptop (PC),Employed part-time (under 20 hrs),I do not currently work outside the home.,Separated,$75k - $100k,Bachelor's Degree,checked,,White,2023-04-10 09:28:00,2023,White,4,0
1077,2023 Winter - Ogden,Assigned Cohort,2.0,I do not own a laptop,"No, currently not employed outside the home",I do not currently work outside the home.,Married,$50k - $75k,Certificate,,,White,2023-04-10 11:52:00,2023,White,4,0
1078,2023 Winter - Ogden,Assigned Cohort,1.0,Laptop (Mac),"No, currently not employed outside the home",<$15K,Married,$50k - $75k,Graduate or Professional Degree,,,Hispanic or Latina,2023-04-10 20:44:00,2023,Hispanic or Latina,4,0
1079,Dead Lead,Non-responsive,1.0,Laptop (PC),Employed almost full-time (up to 35 hrs),$15K-$25K,Married,$50k - $75k,High School Diploma,,,White,2023-04-11 14:33:00,2023,White,4,1
1080,2023 Winter - Ogden,Assigned Cohort,2.0,Laptop (Mac),Employed full-time (35 hrs+),$50K-$75K,Domestic Partnership,$75k - $100k,Some College No Degree,,,Hispanic or Latina,2023-04-12 16:31:00,2023,Hispanic or Latina,4,2
1081,Dead Lead,Non-responsive,1.0,Laptop (PC),"No, currently not employed outside the home",I do not currently work outside the home.,Married,$15k - $25k,High School Diploma,,,Hispanic or Latina,2023-04-12 16:47:00,2023,Hispanic or Latina,4,2
1082,2023 Winter - Ogden,Assigned Cohort,2.0,I do not own a laptop,"No, currently not employed outside the home",I do not currently work outside the home.,Separated,$75k - $100k,Associates Degree,,,White,2023-04-12 19:31:00,2023,White,4,2
1083,2023 Winter - Ogden,Assigned Cohort,1.0,Laptop (Mac),Employed full-time (35 hrs+),$50K-$75K,Married,$50k - $75k,Bachelor's Degree,,,Hispanic or Latina,2023-04-13 00:49:00,2023,Hispanic or Latina,4,3
