contact_id,cohort,applicant_status,children,employment_status,salary_range,relationship_and_marital_status,household_income,education_level,lgbtqi_identity,veteran_status,race_ethnicity,create_date,year,month,weekday,day,has_computer,accepted,quarter,is_weekend,computer_availability_I do not own a laptop,computer_availability_Laptop (Mac),computer_availability_Laptop (PC),computer_availability_Not Specified,employment_simplified_Full-time,employment_simplified_Not Employed,employment_simplified_Not Specified,employment_simplified_Part-time,education_category_Advanced Degree,education_category_Bachelor,education_category_High School,education_category_Some College,income_band_Other,race_simplified_Asian,race_simplified_Black/African American,race_simplified_Hispanic/Latino,race_simplified_Multiracial/Other,race_simplified_Native American/Pacific Islander,race_simplified_White only,children_category_No Children,children_category_One Child,children_category_2-3 Children,children_category_4+ Children,"ethnicity_simplified_""Some other race, ethnicity, or origin""",ethnicity_simplified_American Indian or Alaska Native,"ethnicity_simplified_American Indian or Alaska Native,White",ethnicity_simplified_Asian,ethnicity_simplified_Black or African American,ethnicity_simplified_Hispanic or Latina,"ethnicity_simplified_Hispanic or Latina,White",ethnicity_simplified_Native Hawaiian or Other Pacific Islander,ethnicity_simplified_Other,ethnicity_simplified_White,ethnicity_simplified_Would prefer not to answer
288,Dead Lead,Deferred Application,4.0,"No, currently not employed outside the home",<$15K,Married,$75k - $100k,Bachelor's Degree,Not Specified,Not Specified,White,2021-08-18 17:25:00,2021,8,2,18,1,0,3,0,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
289,2021 Spring - Tech-Moms Latina,Assigned Cohort,3.0,Employed full-time (35 hrs+),$35K-$50K,Divorced,$35k - $50k,Some College No Degree,Not Specified,Not Specified,White,2021-08-18 17:30:00,2021,8,2,18,1,1,3,0,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
290,Dead Lead,Non-responsive,2.0,Employed almost full-time (up to 35 hrs),$15K-$25K,Divorced,$15k - $25k,Bachelor's Degree,Not Specified,Not Specified,White,2021-08-18 17:38:00,2021,8,2,18,0,0,3,0,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
291,2021 Spring - Tech-Moms Latina,Assigned Cohort,4.0,"No, currently not employed outside the home",I do not currently work outside the home.,Married,$100k - $150k,Some College No Degree,Not Specified,Not Specified,Hispanic or Latina,2021-08-18 17:39:00,2021,8,2,18,1,1,3,0,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
292,2021 Spring - Tech-Moms Latina,Assigned Cohort,7.0,"No, currently not employed outside the home",I do not currently work outside the home.,Divorced,<$15k,Bachelor's Degree,Not Specified,Not Specified,"White,""Some other race, ethnicity, or origin""",2021-08-18 17:52:00,2021,8,2,18,1,1,3,0,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
293,Dead Lead,Non-responsive,1.0,Employed full-time (35 hrs+),<$15K,Divorced,$15k - $25k,Certificate,Not Specified,Not Specified,Hispanic or Latina,2021-08-18 18:29:00,2021,8,2,18,1,0,3,0,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
294,Dead Lead,Non-responsive,2.0,"No, currently not employed outside the home",I do not currently work outside the home.,Married,$150k - $200k,Associates Degree,Not Specified,Not Specified,White,2021-08-18 18:29:00,2021,8,2,18,1,0,3,0,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
295,Dead Lead,Non-responsive,2.0,"No, currently not employed outside the home",I do not currently work outside the home.,Married,$75k - $100k,Some College No Degree,Not Specified,Not Specified,White,2021-08-18 18:39:00,2021,8,2,18,1,0,3,0,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
296,Dead Lead,Non-responsive,2.0,"No, currently not employed outside the home",I do not currently work outside the home.,Married,$50k - $75k,Some College No Degree,Not Specified,Not Specified,White,2021-08-18 18:45:00,2021,8,2,18,1,0,3,0,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
297,2021 Spring - Tech-Moms Lehi,Assigned Cohort,0.0,Employed full-time (35 hrs+),$50K-$75K,Single,$50k - $75k,Graduate or Professional Degree,Not Specified,Not Specified,White,2021-08-18 19:10:00,2021,8,2,18,1,1,3,0,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
298,2021 Spring - Tech-Moms Lehi,Assigned Cohort,3.0,Employed full-time (35 hrs+),$35K-$50K,Divorced,$35k - $50k,Some College No Degree,Not Specified,Not Specified,White,2021-08-18 19:40:00,2021,8,2,18,1,1,3,0,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
299,Dead Lead,Non-responsive,3.0,Employed part-time (under 20 hrs),I do not currently work outside the home.,Married,$35k - $50k,High School Diploma,Not Specified,Not Specified,White,2021-08-18 19:45:00,2021,8,2,18,1,0,3,0,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
300,Dead Lead,Non-responsive,3.0,Employed almost full-time (up to 35 hrs),$15K-$25K,Married,$35k - $50k,Associates Degree,Not Specified,Not Specified,"American Indian or Alaska Native,White",2021-08-18 19:57:00,2021,8,2,18,1,0,3,0,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
301,Dead Lead,Non-responsive,2.0,Employed almost full-time (up to 35 hrs),$15K-$25K,Married,$50k - $75k,High School Diploma,Not Specified,Not Specified,White,2021-08-18 19:59:00,2021,8,2,18,0,0,3,0,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
302,2021 Spring - Tech-Moms Lehi,Assigned Cohort,4.0,"No, currently not employed outside the home",I do not currently work outside the home.,Married,$75k - $100k,Associates Degree,Not Specified,Not Specified,White,2021-08-18 20:16:00,2021,8,2,18,0,1,3,0,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
303,Dead Lead,Non-responsive,2.0,Employed part-time (under 20 hrs),<$15K,Divorced,<$15k,Certificate,checked,Not Specified,White,2021-08-18 20:49:00,2021,8,2,18,1,0,3,0,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
304,Dead Lead,Non-responsive,2.0,Employed almost full-time (up to 35 hrs),$25K-$35K,Married,$35k - $50k,Bachelor's Degree,Not Specified,Not Specified,Asian,2021-08-18 20:55:00,2021,8,2,18,1,0,3,0,False,False,True,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
305,2021 Spring - Tech-Moms Lehi,Assigned Cohort,4.0,Employed full-time (35 hrs+),$35K-$50K,Separated,$35k - $50k,Some College No Degree,Not Specified,Not Specified,White,2021-08-18 21:13:00,2021,8,2,18,0,1,3,0,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
306,Dead Lead,Non-responsive,2.0,"No, currently not employed outside the home",I do not currently work outside the home.,Married,<$15k,Bachelor's Degree,Not Specified,Not Specified,White,2021-08-18 21:14:00,2021,8,2,18,1,0,3,0,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
307,Level 2 - Advanced Applicant,Assigned Cohort,3.0,"No, currently not employed outside the home",I do not currently work outside the home.,Married,$75k - $100k,Bachelor's Degree,Not Specified,Not Specified,White,2021-08-18 21:22:00,2021,8,2,18,1,1,3,0,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
308,2021 Spring - Tech-Moms Lehi,Assigned Cohort,4.0,Employed full-time (35 hrs+),$25K-$35K,Divorced,$25k - $35k,Bachelor's Degree,Not Specified,Not Specified,White,2021-08-18 21:24:00,2021,8,2,18,0,1,3,0,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
309,Dead Lead,Non-responsive,0.0,"No, currently not employed outside the home",I do not currently work outside the home.,Single,<$15k,Bachelor's Degree,Not Specified,Not Specified,White,2021-08-18 21:26:00,2021,8,2,18,1,0,3,0,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
310,2021 Spring - Tech-Moms Lehi,Assigned Cohort,3.0,Employed part-time (under 20 hrs),$25K-$35K,Single,$25k - $35k,Some College No Degree,Not Specified,Not Specified,White,2021-08-18 21:50:00,2021,8,2,18,1,1,3,0,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
311,2021 Spring - Tech-Moms Lehi,Assigned Cohort,2.0,"No, currently not employed outside the home",I do not currently work outside the home.,Married,$50k - $75k,Bachelor's Degree,Not Specified,Not Specified,White,2021-08-18 22:09:00,2021,8,2,18,1,1,3,0,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
312,2021 Spring - Tech-Moms Lehi,Assigned Cohort,4.0,"No, currently not employed outside the home",I do not currently work outside the home.,Married,$100k - $150k,Bachelor's Degree,Not Specified,Not Specified,White,2021-08-18 22:43:00,2021,8,2,18,1,1,3,0,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
313,Dead Lead,Non-responsive,2.0,Employed part-time (under 20 hrs),I do not currently work outside the home.,Single,$25k - $35k,Certificate,Not Specified,Not Specified,Hispanic or Latina,2021-08-18 22:52:00,2021,8,2,18,1,0,3,0,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
314,Dead Lead,Non-responsive,0.0,Employed full-time (35 hrs+),$25K-$35K,Married,$35k - $50k,Associates Degree,checked,Not Specified,White,2021-08-18 23:00:00,2021,8,2,18,1,0,3,0,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
315,Dead Lead,Non-responsive,4.0,Employed full-time (35 hrs+),$25K-$35K,Other,$25k - $35k,Bachelor's Degree,Not Specified,Not Specified,White,2021-08-18 23:02:00,2021,8,2,18,1,0,3,0,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
316,Dead Lead,Non-responsive,4.0,Employed full-time (35 hrs+),$25K-$35K,Married,$50k - $75k,High School Diploma,Not Specified,Not Specified,Hispanic or Latina,2021-08-18 23:06:00,2021,8,2,18,1,0,3,0,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
317,2021 Spring - Tech-Moms Lehi,Assigned Cohort,4.0,"No, currently not employed outside the home",I do not currently work outside the home.,Married,$75k - $100k,High School Diploma,Not Specified,Not Specified,White,2021-08-18 23:08:00,2021,8,2,18,1,1,3,0,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
318,Dead Lead,Declined Attending,2.0,"No, currently not employed outside the home",I do not currently work outside the home.,Separated,<$15k,Certificate,Not Specified,Not Specified,White,2021-08-18 23:40:00,2021,8,2,18,1,0,3,0,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
319,Dead Lead,Non-responsive,5.0,Employed part-time (under 20 hrs),I do not currently work outside the home.,Married,$100k - $150k,Bachelor's Degree,Not Specified,Not Specified,Hispanic or Latina,2021-08-18 23:50:00,2021,8,2,18,1,0,3,0,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
320,2021 Spring - Tech-Moms Lehi,Assigned Cohort,4.0,Employed part-time (under 20 hrs),<$15K,Separated,<$15k,Certificate,Not Specified,Not Specified,White,2021-08-19 00:00:00,2021,8,3,19,1,1,3,0,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
321,Dead Lead,Non-responsive,2.0,Employed almost full-time (up to 35 hrs),$35K-$50K,Single,$35k - $50k,Bachelor's Degree,Not Specified,Not Specified,Hispanic or Latina,2021-08-19 01:12:00,2021,8,3,19,1,0,3,0,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
322,2021 Spring - Tech-Moms Lehi,Assigned Cohort,2.0,"No, currently not employed outside the home",I do not currently work outside the home.,Married,$150k - $200k,Graduate or Professional Degree,Not Specified,Not Specified,White,2021-08-19 01:27:00,2021,8,3,19,1,1,3,0,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
